config	overall_pearson	overall_pearson_topq	residual_pearson	incremental_r2	incremental_r2_topq	profile_pearson	profile_pearson_topq	profile_jsd
negatives_GCMATCHED	0.878 [0.858, 0.899]	0.700 [0.689, 0.711]	0.128 [0.094, 0.162]	0.001 [-0.002, 0.003]	0.002 [-0.011, 0.014]	0.065 [0.061, 0.070]	0.176 [0.162, 0.189]	0.602 [0.594, 0.609]
negatives_UNMATCHED	0.878 [0.859, 0.898]	0.699 [0.695, 0.703]	-	0.000 [0.000, 0.000]	0.000 [0.000, 0.000]	0.065 [0.061, 0.070]	0.176 [0.162, 0.189]	0.602 [0.594, 0.609]
